name,city,state,url,website,buy_link,phone,email,type,notes,products,production,source,source_url,prices
Macedo's Mini Acre,,CA,http://www.macedosminiacres.com/,http://www.macedosminiacres.com/,http://www.macedosminiacres.com/,,,wool_mill,Wool and Fiber Arts: CA,Yarn,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Morro Fleeceworks,,CA,http://www.morrofleeceworks.com/,http://www.morrofleeceworks.com/,http://www.morrofleeceworks.com/,,,wool_mill,Wool and Fiber Arts: CA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Fleece Factory of the Rockies,,CO,http://www.thefleecefactoryoftherockies.com/,http://www.thefleecefactoryoftherockies.com/,http://www.thefleecefactoryoftherockies.com/,,,wool_mill,Wool and Fiber Arts: CO,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Willow Creek Fiber Mill,,CO,http://www.willowcreekfibermill.co/,http://www.willowcreekfibermill.co/,http://www.willowcreekfibermill.co/,,,wool_mill,Wool and Fiber Arts: CO,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
yampa valley fiber mill,,CO,https://www.yampavalleyfiberworks.com/,https://www.yampavalleyfiberworks.com/,https://www.yampavalleyfiberworks.com/,,,wool_mill,Wool and Fiber Arts: CO,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Six Paca Farm And Mill,,CT,http://www.sixpaca.com/,http://www.sixpaca.com/,http://www.sixpaca.com/,,,wool_mill,Wool and Fiber Arts: CT,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Twist of Fate Spinnery,,CT,http://www.twistoffatespinnery.biz/,http://www.twistoffatespinnery.biz/,http://www.twistoffatespinnery.biz/,,,wool_mill,Wool and Fiber Arts: CT,Spinning; Felting,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Spirit Fiber Works,,GA,https://www.spiritfiberworks.com/,https://www.spiritfiberworks.com/,https://www.spiritfiberworks.com/,,,wool_mill,Wool and Fiber Arts: GA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
I Make Yarn,,ID,http://www.imakeyarn.com/,http://www.imakeyarn.com/,http://www.imakeyarn.com/,,,wool_mill,Wool and Fiber Arts: ID,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Alpaca Pines Llc Farm and Fiber,,IL,http://www.alpacapines.com/,http://www.alpacapines.com/,http://www.alpacapines.com/,,,wool_mill,Wool and Fiber Arts: IL,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Illinois Wool & Fiber Mill,,IL,https://ilwoolfibermill.com/,https://ilwoolfibermill.com/,https://ilwoolfibermill.com/,,,wool_mill,Wool and Fiber Arts: IL,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Round Barn Fiber Mill,,IL,https://www.roundbarnfiber.com/,https://www.roundbarnfiber.com/,https://www.roundbarnfiber.com/,,,wool_mill,Wool and Fiber Arts: IL,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Red Hill Fiber Mill,,IN,http://www.redhillfiber.com/,http://www.redhillfiber.com/,http://www.redhillfiber.com/,,,wool_mill,Wool and Fiber Arts: IN,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Three Points Fiber Mill,,IN,https://threepointsfibermill.com/,https://threepointsfibermill.com/,https://threepointsfibermill.com/,,,wool_mill,Wool and Fiber Arts: IN,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
C&M Acres Fiber Mill & Alpacas,,IA,http://www.cmacres.com/,http://www.cmacres.com/,http://www.cmacres.com/,,,wool_mill,Wool and Fiber Arts: IA,Wool; Yarn,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
R & K Fiber Mill,,IA,https://rksalpacafarm.myopenherdwebsite.com/product/30999/randks-alpaca-boutique-and-fiber-mill,https://rksalpacafarm.myopenherdwebsite.com/product/30999/randks-alpaca-boutique-and-fiber-mill,https://rksalpacafarm.myopenherdwebsite.com/product/30999/randks-alpaca-boutique-and-fiber-mill,,,wool_mill,Wool and Fiber Arts: IA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
"HLA Fiber Mill, LLC",,KS,http://hlafibermill.com/,http://hlafibermill.com/,http://hlafibermill.com/,,,wool_mill,Wool and Fiber Arts: KS,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Edwards Woolworks Fiber Mill,,KY,https://www.edwardswoolworks.com/,https://www.edwardswoolworks.com/,https://www.edwardswoolworks.com/,,,wool_mill,Wool and Fiber Arts: KY,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Bartlett Yarns,,ME,https://bartlettyarns.com/,https://bartlettyarns.com/,https://bartlettyarns.com/,,,wool_mill,Wool and Fiber Arts: ME,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Moorit Hill Farm and Fiber,,ME,http://www.moorithillfarm.com/,http://www.moorithillfarm.com/,http://www.moorithillfarm.com/,,,wool_mill,Wool and Fiber Arts: ME,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Underhill Fibers -Jenny Smith,,ME,http://www.underhillfibers.com/,http://www.underhillfibers.com/,http://www.underhillfibers.com/,,,wool_mill,Wool and Fiber Arts: ME,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Twisted Fiber Spinnery,,MA,http://www.twistedfiberspinnery.com/,http://www.twistedfiberspinnery.com/,http://www.twistedfiberspinnery.com/,,,wool_mill,Wool and Fiber Arts: MA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Alpaca Fleece Mill,,MI,https://alpacafleecemill.com/home,https://alpacafleecemill.com/home,https://alpacafleecemill.com/home,,,wool_mill,Wool and Fiber Arts: MI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Grand Alpaca Company Farm & Fiber Mill,,MI,http://www.grandalpaca.com/,http://www.grandalpaca.com/,http://www.grandalpaca.com/,,,wool_mill,Wool and Fiber Arts: MI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Hoof to Hanger,,MI,https://www.hooftohanger.com/,https://www.hooftohanger.com/,https://www.hooftohanger.com/,,,wool_mill,Wool and Fiber Arts: MI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Stonehenge Fiber Mill,,MI,https://www.stonehedgefibermill.com/processing-services/carding/,https://www.stonehedgefibermill.com/processing-services/carding/,https://www.stonehedgefibermill.com/processing-services/carding/,,,wool_mill,Wool and Fiber Arts: MI,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
"Windy Acres Fiber Mill, LLC",,MI,http://www.windyacresfibermill.com/,http://www.windyacresfibermill.com/,http://www.windyacresfibermill.com/,,,wool_mill,Wool and Fiber Arts: MI,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Zeilinger Wool Company,,MI,http://www.zwool.com/,http://www.zwool.com/,http://www.zwool.com/,,,wool_mill,Wool and Fiber Arts: MI,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Beautiful World Mn,,MN,http://www.beautifulworldmn.com/,http://www.beautifulworldmn.com/,http://www.beautifulworldmn.com/,,,wool_mill,Wool and Fiber Arts: MN,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Get Bentz Farm,,MN,https://getbentzfarm.com/home,https://getbentzfarm.com/home,https://getbentzfarm.com/home,,,wool_mill,Wool and Fiber Arts: MN,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Grumpelstilskin's Fiber Mill,,MN,https://grumpelstiltskinsfibermill.com/,https://grumpelstiltskinsfibermill.com/,https://grumpelstiltskinsfibermill.com/,,,wool_mill,Wool and Fiber Arts: MN,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Ranch Al-paca Fiber Processing,,MN,http://www.rachalpacafiber.com/,http://www.rachalpacafiber.com/,http://www.rachalpacafiber.com/,,,wool_mill,Wool and Fiber Arts: MN,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
The Fiber Mill,,NE,http://www.thefibermill.com/,http://www.thefibermill.com/,http://www.thefibermill.com/,,,wool_mill,Wool and Fiber Arts: NE,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Sallie's Fen FIber Mill,,NH,http://www.sfalpacas.com/,http://www.sfalpacas.com/,http://www.sfalpacas.com/,,,wool_mill,Wool and Fiber Arts: NH,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Autumn Mist Alpaca Mill,,NY,http://autumnmistalpacafarm.com/,http://autumnmistalpacafarm.com/,http://autumnmistalpacafarm.com/,,,wool_mill,Wool and Fiber Arts: NY,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Battenkill Fiber Mill,,NY,https://battenkillfibers.com/,https://battenkillfibers.com/,https://battenkillfibers.com/,,,wool_mill,Wool and Fiber Arts: NY,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Nobletown Fiber Works,,NY,https://nobletownfiberworks.com/,https://nobletownfiberworks.com/,https://nobletownfiberworks.com/,,,wool_mill,Wool and Fiber Arts: NY,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Shepherd’s Gate Fiber Mill,,NC,http://shepherdsgatefibermill.com/,http://shepherdsgatefibermill.com/,http://shepherdsgatefibermill.com/,,,wool_mill,Wool and Fiber Arts: NC,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Dakota Fiber Mill,,ND,https://www.nomeschoolhouse.com/,https://www.nomeschoolhouse.com/,https://www.nomeschoolhouse.com/,,,wool_mill,Wool and Fiber Arts: ND,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Yarn Factory LLC,,ND,http://yarnfactoryllc.com/,http://yarnfactoryllc.com/,http://yarnfactoryllc.com/,,,wool_mill,Wool and Fiber Arts: ND,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
America's Natural Fiberworks,,OH,https://www.americasnaturalfiberworks.com/,https://www.americasnaturalfiberworks.com/,https://www.americasnaturalfiberworks.com/,,,wool_mill,Wool and Fiber Arts: OH,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Prospect Specialty Fiber Mill LLC,,OH,http://www.prospectspecialtyfibermill.com/,http://www.prospectspecialtyfibermill.com/,http://www.prospectspecialtyfibermill.com/,,,wool_mill,Wool and Fiber Arts: OH,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Oklahoma Mini Mill,,OK,http://www.oklahomaminimill.com/,http://www.oklahomaminimill.com/,http://www.oklahomaminimill.com/,,,wool_mill,Wool and Fiber Arts: OK,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Roger Family Farm & Fiber Mill,,OR,http://www.rodgerfamilyfarm.com/,http://www.rodgerfamilyfarm.com/,http://www.rodgerfamilyfarm.com/,,,wool_mill,Wool and Fiber Arts: OR,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Blue Mountain Farms,,PA,http://bluemountainfarms.net/,http://bluemountainfarms.net/,http://bluemountainfarms.net/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Gurdy Run Woolen Mill,,PA,https://www.gurdyrun.com/,https://www.gurdyrun.com/,https://www.gurdyrun.com/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Lazy Meadows Alpacas Mill & Shop,,PA,https://www.lazymeadowsalpacas.com/,https://www.lazymeadowsalpacas.com/,https://www.lazymeadowsalpacas.com/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Sterling Wool Mill,,PA,http://www.sterlingwoolmill.com/,http://www.sterlingwoolmill.com/,http://www.sterlingwoolmill.com/,,,wool_mill,Wool and Fiber Arts: PA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
"J&E Homestead, LLC",,SC,http://www.je-homestead.com/,http://www.je-homestead.com/,http://www.je-homestead.com/,,,wool_mill,Wool and Fiber Arts: SC,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Makers Way Fiber Mill,,SD,http://www.makerswayfibermill.com/,http://www.makerswayfibermill.com/,http://www.makerswayfibermill.com/,,,wool_mill,Wool and Fiber Arts: SD,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Mesa Trail Alpacas,,TN,http://www.mesatrailalpacas.com/,http://www.mesatrailalpacas.com/,http://www.mesatrailalpacas.com/,,,wool_mill,Wool and Fiber Arts: TN,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Independence Wool & Mohair,,TX,https://independencewool.com/,https://independencewool.com/,https://independencewool.com/,,,wool_mill,Wool and Fiber Arts: TX,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Wandering Gypsy Fiber Mill,,TX,https://www.facebook.com/profile.php?id=100087370604304,https://www.facebook.com/profile.php?id=100087370604304,https://www.facebook.com/profile.php?id=100087370604304,,,wool_mill,Wool and Fiber Arts: TX,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Winterstrom Ranch Fiber Mill,,TX,http://www.winterstromranch.com/,http://www.winterstromranch.com/,http://www.winterstromranch.com/,,,wool_mill,Wool and Fiber Arts: TX,Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Junction Fiber Mill,,VT,https://thewoollythistle.com/collections/junction-fiber-mill,https://thewoollythistle.com/collections/junction-fiber-mill,https://thewoollythistle.com/collections/junction-fiber-mill,,,wool_mill,Wool and Fiber Arts: VT,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Kingdom Fleece & Fiberworks,,VT,http://www.kingdomfleeceandfiberworks.net/,http://www.kingdomfleeceandfiberworks.net/,http://www.kingdomfleeceandfiberworks.net/,,,wool_mill,Wool and Fiber Arts: VT,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Abundant Earth Fiber,,WA,https://abundantearthfiber.com/,https://abundantearthfiber.com/,https://abundantearthfiber.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Dawns Custom Carding,,WA,http://www.dawns-custom-carding.com/,http://www.dawns-custom-carding.com/,http://www.dawns-custom-carding.com/,,,wool_mill,Wool and Fiber Arts: WA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Evergreen Fleece Processing,,WA,http://www.evergreenfleeceprocessing.com/,http://www.evergreenfleeceprocessing.com/,http://www.evergreenfleeceprocessing.com/,,,wool_mill,Wool and Fiber Arts: WA,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
ME2 Custom Fiber Processing FARM,,WA,http://me2farm.com/,http://me2farm.com/,http://me2farm.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Ohana Fiber Mill,,WA,http://ohanafibermill.com/,http://ohanafibermill.com/,http://ohanafibermill.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Olympic Yarn and Fiber Mill,,WA,https://www.olympicyarnandfiber.com/,https://www.olympicyarnandfiber.com/,https://www.olympicyarnandfiber.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Skagit Woolen Works,,WA,http://skagitwoolen.com/,http://skagitwoolen.com/,http://skagitwoolen.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Soundview Fiber Mill,,WA,https://soundviewfibermill.com/,https://soundviewfibermill.com/,https://soundviewfibermill.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Tahoma Vista Fiber Mill,,WA,https://www.tahomavistafibermill.com/,https://www.tahomavistafibermill.com/,https://www.tahomavistafibermill.com/,,,wool_mill,Wool and Fiber Arts: WA,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Head Spring Fiber Mill,,WV,http://www.headspringfibermill.com/,http://www.headspringfibermill.com/,http://www.headspringfibermill.com/,,,wool_mill,Wool and Fiber Arts: WV,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Blackberry Ridge Woolen Mill,,WI,http://www.blackberry-ridge.com/,http://www.blackberry-ridge.com/,http://www.blackberry-ridge.com/,,,wool_mill,Wool and Fiber Arts: WI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Courtney Woolen Mill,,WI,http://www.courtneywoolenmill.com/,http://www.courtneywoolenmill.com/,http://www.courtneywoolenmill.com/,,,wool_mill,Wool and Fiber Arts: WI,Fiber processing,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Ewetopia Fiber,,WI,https://www.ewetopiafibershop.com/fiber-mill,https://www.ewetopiafibershop.com/fiber-mill,https://www.ewetopiafibershop.com/fiber-mill,,,wool_mill,Wool and Fiber Arts: WI,Wool; Yarn; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Kurth Valley Fiber Mill,,WI,http://kurthvalleyfibermill.com/,http://kurthvalleyfibermill.com/,http://kurthvalleyfibermill.com/,,,wool_mill,Wool and Fiber Arts: WI,Wool,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Shear Wool Fiber Mill LLC,,WI,http://shearwool.com/,http://shearwool.com/,http://shearwool.com/,,,wool_mill,Wool and Fiber Arts: WI,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
Hidden Valley Farm and Woolen Mill,,WI,https://hiddenvalleyfarmwoolenmill.com/,https://hiddenvalleyfarmwoolenmill.com/,https://hiddenvalleyfarmwoolenmill.com/,,,wool_mill,Wool and Fiber Arts: WI,Wool; Roving,,Wool and Fiber Arts,https://woolandfiberarts.com/pages/us-mill-directory,Contact for quote
