name,city,state,url,website,buy_link,phone,email,type,notes,prices,source,source_url
International Cotton LLC,Florence,SC,https://textileconnect.com/directory/international-cotton-llc/,https://textileconnect.com/directory/international-cotton-llc/,https://textileconnect.com/directory/international-cotton-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Fabrics,Asheboro,NC,https://textileconnect.com/directory/international-fabrics/,https://textileconnect.com/directory/international-fabrics/,https://textileconnect.com/directory/international-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"International Fabrics, Inc.",High Point,NC,https://textileconnect.com/directory/international-fabrics-inc/,https://textileconnect.com/directory/international-fabrics-inc/,https://textileconnect.com/directory/international-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Fiber Journal,Charlotte,NC,https://textileconnect.com/directory/international-fiber-journal/,https://textileconnect.com/directory/international-fiber-journal/,https://textileconnect.com/directory/international-fiber-journal/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Filter Manufacturing,Litchfield,IL,https://textileconnect.com/directory/international-filter-manufacturing/,https://textileconnect.com/directory/international-filter-manufacturing/,https://textileconnect.com/directory/international-filter-manufacturing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"International Foam Products, Inc.",Charlotte,NC,https://textileconnect.com/directory/international-foam-products-inc/,https://textileconnect.com/directory/international-foam-products-inc/,https://textileconnect.com/directory/international-foam-products-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Furnishings Inc,Thomasville,NC,https://textileconnect.com/directory/international-furnishings-inc/,https://textileconnect.com/directory/international-furnishings-inc/,https://textileconnect.com/directory/international-furnishings-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Garment Tech,Greensboro,NC,https://textileconnect.com/directory/international-garment-tech/,https://textileconnect.com/directory/international-garment-tech/,https://textileconnect.com/directory/international-garment-tech/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Garment Tech – Greensboro,Greensboro,NC,https://textileconnect.com/directory/international-garment-tech-greensboro/,https://textileconnect.com/directory/international-garment-tech-greensboro/,https://textileconnect.com/directory/international-garment-tech-greensboro/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Machinery Sales Inc.,Winston Salem,NC,https://textileconnect.com/directory/international-machinery-sales-inc/,https://textileconnect.com/directory/international-machinery-sales-inc/,https://textileconnect.com/directory/international-machinery-sales-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"International Personnel Protection, Inc",Austin,TX,https://textileconnect.com/directory/international-personnel-protection-inc/,https://textileconnect.com/directory/international-personnel-protection-inc/,https://textileconnect.com/directory/international-personnel-protection-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Technology,Rutherfordton,NC,https://textileconnect.com/directory/international-technology/,https://textileconnect.com/directory/international-technology/,https://textileconnect.com/directory/international-technology/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Textile Alliance,High Point,NC,https://textileconnect.com/directory/international-textile-alliance/,https://textileconnect.com/directory/international-textile-alliance/,https://textileconnect.com/directory/international-textile-alliance/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Textile and Apparel Association (ITAA),Cary,NC,https://textileconnect.com/directory/international-textile-and-apparel-association-itaa/,https://textileconnect.com/directory/international-textile-and-apparel-association-itaa/,https://textileconnect.com/directory/international-textile-and-apparel-association-itaa/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Textile Manufacturers Federation,Zurich,,https://textileconnect.com/directory/international-textile-manufacturers-federation/,https://textileconnect.com/directory/international-textile-manufacturers-federation/,https://textileconnect.com/directory/international-textile-manufacturers-federation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Textile Market Association,High Point,NC,https://textileconnect.com/directory/international-textile-market-association/,https://textileconnect.com/directory/international-textile-market-association/,https://textileconnect.com/directory/international-textile-market-association/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Trade Administration,NW Washington,District of Columbia (DC),https://textileconnect.com/directory/international-trade-administration/,https://textileconnect.com/directory/international-trade-administration/,https://textileconnect.com/directory/international-trade-administration/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
International Veiling Corp.,Clifton,NJ,https://textileconnect.com/directory/international-veiling-corp/,https://textileconnect.com/directory/international-veiling-corp/,https://textileconnect.com/directory/international-veiling-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Intersew USA Corp,Charlotte,NC,https://textileconnect.com/directory/intersew-usa-corp/,https://textileconnect.com/directory/intersew-usa-corp/,https://textileconnect.com/directory/intersew-usa-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Interstate Apparel Group, Inc.",Prospect Hill,NC,https://textileconnect.com/directory/interstate-apparel-group-inc/,https://textileconnect.com/directory/interstate-apparel-group-inc/,https://textileconnect.com/directory/interstate-apparel-group-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Interstate Narrow Fabrics Inc,Haw River,NC,https://textileconnect.com/directory/interstate-narrow-fabrics-inc/,https://textileconnect.com/directory/interstate-narrow-fabrics-inc/,https://textileconnect.com/directory/interstate-narrow-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Intertech Group Inc,Charleston,SC,https://textileconnect.com/directory/intertech-group-inc/,https://textileconnect.com/directory/intertech-group-inc/,https://textileconnect.com/directory/intertech-group-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Intex Distribution Ctr,Charlotte,NC,https://textileconnect.com/directory/intex-distribution-ctr/,https://textileconnect.com/directory/intex-distribution-ctr/,https://textileconnect.com/directory/intex-distribution-ctr/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Intex DIY Inc.,Villa Rica,GA,https://textileconnect.com/directory/intex-diy-inc/,https://textileconnect.com/directory/intex-diy-inc/,https://textileconnect.com/directory/intex-diy-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista,Spartanburg,SC,https://textileconnect.com/directory/invista/,https://textileconnect.com/directory/invista/,https://textileconnect.com/directory/invista/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista,Lugoff,SC,https://textileconnect.com/directory/invista-2/,https://textileconnect.com/directory/invista-2/,https://textileconnect.com/directory/invista-2/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista – Charlotte 28210,Charlotte,NC,https://textileconnect.com/directory/invista-charlotte-28210/,https://textileconnect.com/directory/invista-charlotte-28210/,https://textileconnect.com/directory/invista-charlotte-28210/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista – Charlotte 28217,Charlotte,NC,https://textileconnect.com/directory/invista-charlotte-28217/,https://textileconnect.com/directory/invista-charlotte-28217/,https://textileconnect.com/directory/invista-charlotte-28217/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista – Wilmington 28401,Wilmington,NC,https://textileconnect.com/directory/invista-wilmington-28401/,https://textileconnect.com/directory/invista-wilmington-28401/,https://textileconnect.com/directory/invista-wilmington-28401/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista – Wilmington 28412,Wilmington,NC,https://textileconnect.com/directory/invista-wilmington-28412/,https://textileconnect.com/directory/invista-wilmington-28412/,https://textileconnect.com/directory/invista-wilmington-28412/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Invista Licensing,Kinston,NC,https://textileconnect.com/directory/invista-licensing/,https://textileconnect.com/directory/invista-licensing/,https://textileconnect.com/directory/invista-licensing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Ipa Southern,Easley,SC,https://textileconnect.com/directory/ipa-southern/,https://textileconnect.com/directory/ipa-southern/,https://textileconnect.com/directory/ipa-southern/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
I Play,Woodfin,NC,https://textileconnect.com/directory/i-play/,https://textileconnect.com/directory/i-play/,https://textileconnect.com/directory/i-play/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
IPS,Statesville,NC,https://textileconnect.com/directory/ips/,https://textileconnect.com/directory/ips/,https://textileconnect.com/directory/ips/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
IPS Structural Adhesives,Durham,NC,https://textileconnect.com/directory/ips-structural-adhesives/,https://textileconnect.com/directory/ips-structural-adhesives/,https://textileconnect.com/directory/ips-structural-adhesives/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Iredell Fiber Inc,Statesville,NC,https://textileconnect.com/directory/iredell-fiber-inc/,https://textileconnect.com/directory/iredell-fiber-inc/,https://textileconnect.com/directory/iredell-fiber-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
IRO Inc,Charlotte,NC,https://textileconnect.com/directory/iro-inc/,https://textileconnect.com/directory/iro-inc/,https://textileconnect.com/directory/iro-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Irvin Automotive Inc.,Pontiac,MI,https://textileconnect.com/directory/irvin-automotive-inc/,https://textileconnect.com/directory/irvin-automotive-inc/,https://textileconnect.com/directory/irvin-automotive-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Irwin-Leatherman Cotton Co,Greenville,NC,https://textileconnect.com/directory/irwin-leatherman-cotton-co/,https://textileconnect.com/directory/irwin-leatherman-cotton-co/,https://textileconnect.com/directory/irwin-leatherman-cotton-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Islander Flags,Kitty Hawk,NC,https://textileconnect.com/directory/islander-flags/,https://textileconnect.com/directory/islander-flags/,https://textileconnect.com/directory/islander-flags/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Island Furniture Co,"Murrells Inlet, SC",SC,https://textileconnect.com/directory/island-furniture-co/,https://textileconnect.com/directory/island-furniture-co/,https://textileconnect.com/directory/island-furniture-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Island Kite & Surf Inc,Carolina Beach,NC,https://textileconnect.com/directory/island-kite-surf-inc/,https://textileconnect.com/directory/island-kite-surf-inc/,https://textileconnect.com/directory/island-kite-surf-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
It’s Leather,Asheboro,NC,https://textileconnect.com/directory/its-leather/,https://textileconnect.com/directory/its-leather/,https://textileconnect.com/directory/its-leather/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Itema America Inc.,"Spartanburg, SCP",SC,https://textileconnect.com/directory/itema-america-inc/,https://textileconnect.com/directory/itema-america-inc/,https://textileconnect.com/directory/itema-america-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITM Corp,Inman,SC,https://textileconnect.com/directory/itm-corp/,https://textileconnect.com/directory/itm-corp/,https://textileconnect.com/directory/itm-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITM LTD South,High Point,NC,https://textileconnect.com/directory/itm-ltd-south/,https://textileconnect.com/directory/itm-ltd-south/,https://textileconnect.com/directory/itm-ltd-south/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITM Southern Inc,Easley,SC,https://textileconnect.com/directory/itm-southern-inc/,https://textileconnect.com/directory/itm-southern-inc/,https://textileconnect.com/directory/itm-southern-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Itochu Prominent,New York,NY,https://textileconnect.com/directory/itochu-prominent/,https://textileconnect.com/directory/itochu-prominent/,https://textileconnect.com/directory/itochu-prominent/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
I Told You Sew Alterations,Whiteville,NC,https://textileconnect.com/directory/i-told-you-sew-alterations/,https://textileconnect.com/directory/i-told-you-sew-alterations/,https://textileconnect.com/directory/i-told-you-sew-alterations/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITS Classics,"Hilton Head Isle, SC",SC,https://textileconnect.com/directory/its-classics/,https://textileconnect.com/directory/its-classics/,https://textileconnect.com/directory/its-classics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITW Dynatec,Hendersonville,TN,https://textileconnect.com/directory/itw-dynatec/,https://textileconnect.com/directory/itw-dynatec/,https://textileconnect.com/directory/itw-dynatec/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITW Pro Brands,Olathe,KS,https://textileconnect.com/directory/itw-pro-brands/,https://textileconnect.com/directory/itw-pro-brands/,https://textileconnect.com/directory/itw-pro-brands/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
ITW Texwipe Co,Kernersville,NC,https://textileconnect.com/directory/itw-texwipe-co/,https://textileconnect.com/directory/itw-texwipe-co/,https://textileconnect.com/directory/itw-texwipe-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Izumi International Inc,"Greenville, SC",SC,https://textileconnect.com/directory/izumi-international-inc/,https://textileconnect.com/directory/izumi-international-inc/,https://textileconnect.com/directory/izumi-international-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J. Charles Saunders Co. dba Saunders Thread Co.,Gastonia,NC,https://textileconnect.com/directory/j-charles-saunders-co-dba-saunders-thread-co/,https://textileconnect.com/directory/j-charles-saunders-co-dba-saunders-thread-co/,https://textileconnect.com/directory/j-charles-saunders-co-dba-saunders-thread-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J. Dellinger Co. Inc.,Lake Wylie,SC,https://textileconnect.com/directory/j-dellinger-co-inc/,https://textileconnect.com/directory/j-dellinger-co-inc/,https://textileconnect.com/directory/j-dellinger-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"J.E. Herndon, Co.",Kings Mountain,NC,https://textileconnect.com/directory/j-e-herndon-co/,https://textileconnect.com/directory/j-e-herndon-co/,https://textileconnect.com/directory/j-e-herndon-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J.G. Boswell Company,Pasadena,CA,https://textileconnect.com/directory/j-g-boswell-company/,https://textileconnect.com/directory/j-g-boswell-company/,https://textileconnect.com/directory/j-g-boswell-company/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J. Henry Holland Corp.,Virginia Beach,VA,https://textileconnect.com/directory/j-henry-holland-corp/,https://textileconnect.com/directory/j-henry-holland-corp/,https://textileconnect.com/directory/j-henry-holland-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"J.I.G. Enterprises, Inc.",Morehead,NC,https://textileconnect.com/directory/j-i-g-enterprises-inc/,https://textileconnect.com/directory/j-i-g-enterprises-inc/,https://textileconnect.com/directory/j-i-g-enterprises-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J.J. Bidden Cordage Co. Inc.,Bristol,RI,https://textileconnect.com/directory/j-j-bidden-cordage-co-inc/,https://textileconnect.com/directory/j-j-bidden-cordage-co-inc/,https://textileconnect.com/directory/j-j-bidden-cordage-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"J.J. White Products, Inc.",Cleveland,OH,https://textileconnect.com/directory/j-j-white-products-inc/,https://textileconnect.com/directory/j-j-white-products-inc/,https://textileconnect.com/directory/j-j-white-products-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J.L. Corporation,Greenville,SC,https://textileconnect.com/directory/j-l-corporation/,https://textileconnect.com/directory/j-l-corporation/,https://textileconnect.com/directory/j-l-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J. Max Co.,Flushing,NY,https://textileconnect.com/directory/j-max-co/,https://textileconnect.com/directory/j-max-co/,https://textileconnect.com/directory/j-max-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J.P. Doumak Inc.,New York,NY,https://textileconnect.com/directory/j-p-doumak-inc/,https://textileconnect.com/directory/j-p-doumak-inc/,https://textileconnect.com/directory/j-p-doumak-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J & G Pillow,Blacksburg,SC,https://textileconnect.com/directory/j-g-pillow/,https://textileconnect.com/directory/j-g-pillow/,https://textileconnect.com/directory/j-g-pillow/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J & H Clasgens Co.,New Richmond,OH,https://textileconnect.com/directory/j-h-clasgens-co/,https://textileconnect.com/directory/j-h-clasgens-co/,https://textileconnect.com/directory/j-h-clasgens-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J & J Knitting,Kings Mountain,NC,https://textileconnect.com/directory/j-j-knitting/,https://textileconnect.com/directory/j-j-knitting/,https://textileconnect.com/directory/j-j-knitting/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J & K Fashions Inc,Charlotte,NC,https://textileconnect.com/directory/j-k-fashions-inc/,https://textileconnect.com/directory/j-k-fashions-inc/,https://textileconnect.com/directory/j-k-fashions-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J & M Dyers Inc,Sumter,SC,https://textileconnect.com/directory/j-m-dyers-inc/,https://textileconnect.com/directory/j-m-dyers-inc/,https://textileconnect.com/directory/j-m-dyers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J & M Martial Arts Inc.,Spring Lake,NC,https://textileconnect.com/directory/j-m-martial-arts-inc/,https://textileconnect.com/directory/j-m-martial-arts-inc/,https://textileconnect.com/directory/j-m-martial-arts-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jac-Lyn’s Florists,Spencer,NC,https://textileconnect.com/directory/jac-lyns-florists/,https://textileconnect.com/directory/jac-lyns-florists/,https://textileconnect.com/directory/jac-lyns-florists/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jackson’s Hairs & Nails,Four Oaks,NC,https://textileconnect.com/directory/jacksons-hairs-nails/,https://textileconnect.com/directory/jacksons-hairs-nails/,https://textileconnect.com/directory/jacksons-hairs-nails/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jacob’s Textile Sales,Monroe,NC,https://textileconnect.com/directory/jacobs-textile-sales/,https://textileconnect.com/directory/jacobs-textile-sales/,https://textileconnect.com/directory/jacobs-textile-sales/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jacob Holm,4052 Basel,,https://textileconnect.com/directory/jacob-holm/,https://textileconnect.com/directory/jacob-holm/,https://textileconnect.com/directory/jacob-holm/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jacobs Custom Living,Spokane Valley,WA,https://textileconnect.com/directory/jacobs-custom-living/,https://textileconnect.com/directory/jacobs-custom-living/,https://textileconnect.com/directory/jacobs-custom-living/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jacquarts,Ironwood,MI,https://textileconnect.com/directory/jacquarts/,https://textileconnect.com/directory/jacquarts/,https://textileconnect.com/directory/jacquarts/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Jaden Fabrics, Inc.",Dallas,TX,https://textileconnect.com/directory/jaden-fabrics-inc/,https://textileconnect.com/directory/jaden-fabrics-inc/,https://textileconnect.com/directory/jaden-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jaftex Corporation,New York,NY,https://textileconnect.com/directory/jaftex-corporation/,https://textileconnect.com/directory/jaftex-corporation/,https://textileconnect.com/directory/jaftex-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
"Jagger Brothers, Inc.",Springvale,ME,https://textileconnect.com/directory/jagger-brothers-inc/,https://textileconnect.com/directory/jagger-brothers-inc/,https://textileconnect.com/directory/jagger-brothers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J A King & Co Inc,Cary,NC,https://textileconnect.com/directory/j-a-king-co-inc/,https://textileconnect.com/directory/j-a-king-co-inc/,https://textileconnect.com/directory/j-a-king-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jakob Mueller Of America Inc,Charlotte,NC,https://textileconnect.com/directory/jakob-mueller-of-america-inc/,https://textileconnect.com/directory/jakob-mueller-of-america-inc/,https://textileconnect.com/directory/jakob-mueller-of-america-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
James T White Co,Gastonia,NC,https://textileconnect.com/directory/james-t-white-co/,https://textileconnect.com/directory/james-t-white-co/,https://textileconnect.com/directory/james-t-white-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J and T Trading Company,Charlotte,NC,https://textileconnect.com/directory/j-and-t-trading-company/,https://textileconnect.com/directory/j-and-t-trading-company/,https://textileconnect.com/directory/j-and-t-trading-company/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Japan Tech Inc,Greensboro,NC,https://textileconnect.com/directory/japan-tech-inc/,https://textileconnect.com/directory/japan-tech-inc/,https://textileconnect.com/directory/japan-tech-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jason Mills LLC,Milltown,NJ,https://textileconnect.com/directory/jason-mills-llc/,https://textileconnect.com/directory/jason-mills-llc/,https://textileconnect.com/directory/jason-mills-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jasper Textiles,Fremont,NC,https://textileconnect.com/directory/jasper-textiles/,https://textileconnect.com/directory/jasper-textiles/,https://textileconnect.com/directory/jasper-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Javlyn Manufacturing Co Inc,Cayce,SC,https://textileconnect.com/directory/javlyn-manufacturing-co-inc/,https://textileconnect.com/directory/javlyn-manufacturing-co-inc/,https://textileconnect.com/directory/javlyn-manufacturing-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jay’s Textiles,Winston Salem,NC,https://textileconnect.com/directory/jays-textiles/,https://textileconnect.com/directory/jays-textiles/,https://textileconnect.com/directory/jays-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jay Co.,New York,NY,https://textileconnect.com/directory/jay-co/,https://textileconnect.com/directory/jay-co/,https://textileconnect.com/directory/jay-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
Jazzy Textiles Inc,Connellys Spgs,NC,https://textileconnect.com/directory/jazzy-textiles-inc/,https://textileconnect.com/directory/jazzy-textiles-inc/,https://textileconnect.com/directory/jazzy-textiles-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J B Martin,Leesville,SC,https://textileconnect.com/directory/j-b-martin/,https://textileconnect.com/directory/j-b-martin/,https://textileconnect.com/directory/j-b-martin/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
JB Martin Co,Leesville,SC,https://textileconnect.com/directory/jb-martin-co/,https://textileconnect.com/directory/jb-martin-co/,https://textileconnect.com/directory/jb-martin-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
J C Custom Sewing Inc,Gibsonville,NC,https://textileconnect.com/directory/j-c-custom-sewing-inc/,https://textileconnect.com/directory/j-c-custom-sewing-inc/,https://textileconnect.com/directory/j-c-custom-sewing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Contact for quote,Textile Connect,https://textileconnect.com/directory/
