name,city,state,url,website,buy_link,phone,email,type,notes,products,source,source_url,prices
LEKOS Dye and Finishing Inc.,Rancho Dominguez,CA,https://textileconnect.com/directory/lekos-dye-and-finishing-inc/,https://textileconnect.com/directory/lekos-dye-and-finishing-inc/,https://textileconnect.com/directory/lekos-dye-and-finishing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lemco Mills Inc,Burlington,NC,https://textileconnect.com/directory/lemco-mills-inc/,https://textileconnect.com/directory/lemco-mills-inc/,https://textileconnect.com/directory/lemco-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Lending Trimming Co., Inc.",New York,NY,https://textileconnect.com/directory/lending-trimming-co-inc/,https://textileconnect.com/directory/lending-trimming-co-inc/,https://textileconnect.com/directory/lending-trimming-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lenora B Moore Entp,Wilmington,NC,https://textileconnect.com/directory/lenora-b-moore-entp/,https://textileconnect.com/directory/lenora-b-moore-entp/,https://textileconnect.com/directory/lenora-b-moore-entp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Lenzing Fibers – Axis, AL","Axis, AL",AL,https://textileconnect.com/directory/lenzing-fibers-axis-al/,https://textileconnect.com/directory/lenzing-fibers-axis-al/,https://textileconnect.com/directory/lenzing-fibers-axis-al/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Lenzing Fibers – New York, NY",New York,NY,https://textileconnect.com/directory/lenzing-fibers-new-york-ny/,https://textileconnect.com/directory/lenzing-fibers-new-york-ny/,https://textileconnect.com/directory/lenzing-fibers-new-york-ny/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lesesne Industries Inc,West Columbia,SC,https://textileconnect.com/directory/lesesne-industries-inc/,https://textileconnect.com/directory/lesesne-industries-inc/,https://textileconnect.com/directory/lesesne-industries-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Le Souk,New York,NY,https://textileconnect.com/directory/le-souk/,https://textileconnect.com/directory/le-souk/,https://textileconnect.com/directory/le-souk/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Les Petites,Charlotte,NC,https://textileconnect.com/directory/les-petites/,https://textileconnect.com/directory/les-petites/,https://textileconnect.com/directory/les-petites/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Levi Strauss & Co,Blowing Rock,NC,https://textileconnect.com/directory/levi-strauss-co/,https://textileconnect.com/directory/levi-strauss-co/,https://textileconnect.com/directory/levi-strauss-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Leviton Manufacturing Co,Jefferson,NC,https://textileconnect.com/directory/leviton-manufacturing-co/,https://textileconnect.com/directory/leviton-manufacturing-co/,https://textileconnect.com/directory/leviton-manufacturing-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lewis J Moore Assoc,Charlotte,NC,https://textileconnect.com/directory/lewis-j-moore-assoc/,https://textileconnect.com/directory/lewis-j-moore-assoc/,https://textileconnect.com/directory/lewis-j-moore-assoc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lewis Manufacturing,Greensboro,NC,https://textileconnect.com/directory/lewis-manufacturing/,https://textileconnect.com/directory/lewis-manufacturing/,https://textileconnect.com/directory/lewis-manufacturing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lexington Abrasive Belts,Lexington,NC,https://textileconnect.com/directory/lexington-abrasive-belts/,https://textileconnect.com/directory/lexington-abrasive-belts/,https://textileconnect.com/directory/lexington-abrasive-belts/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Lexington Industries Inc,Lexington,NC,https://textileconnect.com/directory/lexington-industries-inc/,https://textileconnect.com/directory/lexington-industries-inc/,https://textileconnect.com/directory/lexington-industries-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
L Fishman & Son Inc,Charlotte,NC,https://textileconnect.com/directory/l-fishman-son-inc/,https://textileconnect.com/directory/l-fishman-son-inc/,https://textileconnect.com/directory/l-fishman-son-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Liba Fabrics,New York,NY,https://textileconnect.com/directory/liba-fabrics/,https://textileconnect.com/directory/liba-fabrics/,https://textileconnect.com/directory/liba-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Libas Ltd,Los Angeles,CA,https://textileconnect.com/directory/libas-ltd/,https://textileconnect.com/directory/libas-ltd/,https://textileconnect.com/directory/libas-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Libeco – Lagae,New York,NY,https://textileconnect.com/directory/libeco-lagae/,https://textileconnect.com/directory/libeco-lagae/,https://textileconnect.com/directory/libeco-lagae/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Liberty Reed Co,Spartanburg,SC,https://textileconnect.com/directory/liberty-reed-co/,https://textileconnect.com/directory/liberty-reed-co/,https://textileconnect.com/directory/liberty-reed-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Liberty Screenprint,Madison,NC,https://textileconnect.com/directory/liberty-screenprint/,https://textileconnect.com/directory/liberty-screenprint/,https://textileconnect.com/directory/liberty-screenprint/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Liberty Textiles,Eden,NC,https://textileconnect.com/directory/liberty-textiles/,https://textileconnect.com/directory/liberty-textiles/,https://textileconnect.com/directory/liberty-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Liberty Throwing Co.,Kingston,PA,https://textileconnect.com/directory/liberty-throwing-co/,https://textileconnect.com/directory/liberty-throwing-co/,https://textileconnect.com/directory/liberty-throwing-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Liberty Uniform Mfg Co,Spartanburg,SC,https://textileconnect.com/directory/liberty-uniform-mfg-co/,https://textileconnect.com/directory/liberty-uniform-mfg-co/,https://textileconnect.com/directory/liberty-uniform-mfg-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Libra Leather Inc.,New York,NY,https://textileconnect.com/directory/libra-leather-inc/,https://textileconnect.com/directory/libra-leather-inc/,https://textileconnect.com/directory/libra-leather-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"M.J Soffe, LLC",Fayetville,NC,https://textileconnect.com/directory/m-j-soffe-llc-2/,https://textileconnect.com/directory/m-j-soffe-llc-2/,https://textileconnect.com/directory/m-j-soffe-llc-2/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & H Enterprise,Vanceboro,NC,https://textileconnect.com/directory/m-h-enterprise/,https://textileconnect.com/directory/m-h-enterprise/,https://textileconnect.com/directory/m-h-enterprise/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & J Trimming,New York,NY,https://textileconnect.com/directory/m-j-trimming/,https://textileconnect.com/directory/m-j-trimming/,https://textileconnect.com/directory/m-j-trimming/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & M Electric Svc,Gastonia,NC,https://textileconnect.com/directory/m-m-electric-svc/,https://textileconnect.com/directory/m-m-electric-svc/,https://textileconnect.com/directory/m-m-electric-svc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & M Eletric Svc Inc,Gastonia,NC,https://textileconnect.com/directory/m-m-eletric-svc-inc/,https://textileconnect.com/directory/m-m-eletric-svc-inc/,https://textileconnect.com/directory/m-m-eletric-svc-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & M Knitting,Biscoe,NC,https://textileconnect.com/directory/m-m-knitting/,https://textileconnect.com/directory/m-m-knitting/,https://textileconnect.com/directory/m-m-knitting/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & M Textile,King,NC,https://textileconnect.com/directory/m-m-textile/,https://textileconnect.com/directory/m-m-textile/,https://textileconnect.com/directory/m-m-textile/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
M & S Processing Inc,Asheville,NC,https://textileconnect.com/directory/m-s-processing-inc/,https://textileconnect.com/directory/m-s-processing-inc/,https://textileconnect.com/directory/m-s-processing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
MABRY Industries,Elon College,NC,https://textileconnect.com/directory/mabry-industries/,https://textileconnect.com/directory/mabry-industries/,https://textileconnect.com/directory/mabry-industries/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mack & Co LLC,Greensboro,NC,https://textileconnect.com/directory/mack-co-llc/,https://textileconnect.com/directory/mack-co-llc/,https://textileconnect.com/directory/mack-co-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
MacLean Power Systems,Newberry,SC,https://textileconnect.com/directory/maclean-power-systems/,https://textileconnect.com/directory/maclean-power-systems/,https://textileconnect.com/directory/maclean-power-systems/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Macshore Classics Inc,Greenville,SC,https://textileconnect.com/directory/macshore-classics-inc/,https://textileconnect.com/directory/macshore-classics-inc/,https://textileconnect.com/directory/macshore-classics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Central,Village,IL,https://textileconnect.com/directory/madeira-usa-central/,https://textileconnect.com/directory/madeira-usa-central/,https://textileconnect.com/directory/madeira-usa-central/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Great Lakes,Columbus,OH,https://textileconnect.com/directory/madeira-usa-great-lakes/,https://textileconnect.com/directory/madeira-usa-great-lakes/,https://textileconnect.com/directory/madeira-usa-great-lakes/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Great Plains,Lenexa,KS,https://textileconnect.com/directory/madeira-usa-great-plains/,https://textileconnect.com/directory/madeira-usa-great-plains/,https://textileconnect.com/directory/madeira-usa-great-plains/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Gulf Region,Birmingham,AL,https://textileconnect.com/directory/madeira-usa-gulf-region/,https://textileconnect.com/directory/madeira-usa-gulf-region/,https://textileconnect.com/directory/madeira-usa-gulf-region/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Headquarters,Laconia,NH,https://textileconnect.com/directory/madeira-usa-headquarters/,https://textileconnect.com/directory/madeira-usa-headquarters/,https://textileconnect.com/directory/madeira-usa-headquarters/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Mid Atlantic,Charlotte,NC,https://textileconnect.com/directory/madeira-usa-mid-atlantic/,https://textileconnect.com/directory/madeira-usa-mid-atlantic/,https://textileconnect.com/directory/madeira-usa-mid-atlantic/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Northwest,Auburn,WA,https://textileconnect.com/directory/madeira-usa-northwest/,https://textileconnect.com/directory/madeira-usa-northwest/,https://textileconnect.com/directory/madeira-usa-northwest/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Rocky Mountains,Denver,CO,https://textileconnect.com/directory/madeira-usa-rocky-mountains/,https://textileconnect.com/directory/madeira-usa-rocky-mountains/,https://textileconnect.com/directory/madeira-usa-rocky-mountains/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Southeast,Jacksonville,FL,https://textileconnect.com/directory/madeira-usa-southeast/,https://textileconnect.com/directory/madeira-usa-southeast/,https://textileconnect.com/directory/madeira-usa-southeast/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Southern Florida,Medley,FL,https://textileconnect.com/directory/madeira-usa-southern-florida/,https://textileconnect.com/directory/madeira-usa-southern-florida/,https://textileconnect.com/directory/madeira-usa-southern-florida/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Southwest,Arlington,TX,https://textileconnect.com/directory/madeira-usa-southwest/,https://textileconnect.com/directory/madeira-usa-southwest/,https://textileconnect.com/directory/madeira-usa-southwest/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – Tri-State,Sterling,PA,https://textileconnect.com/directory/madeira-usa-tri-state/,https://textileconnect.com/directory/madeira-usa-tri-state/,https://textileconnect.com/directory/madeira-usa-tri-state/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Madeira USA – West Coast,Fresno,CA,https://textileconnect.com/directory/madeira-usa-west-coast/,https://textileconnect.com/directory/madeira-usa-west-coast/,https://textileconnect.com/directory/madeira-usa-west-coast/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mad Hatter,Fuquay Varina,NC,https://textileconnect.com/directory/mad-hatter/,https://textileconnect.com/directory/mad-hatter/,https://textileconnect.com/directory/mad-hatter/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Magic Touch Enterprises,West Columbia,SC,https://textileconnect.com/directory/magic-touch-enterprises/,https://textileconnect.com/directory/magic-touch-enterprises/,https://textileconnect.com/directory/magic-touch-enterprises/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Magitex Decor,Miami,FL,https://textileconnect.com/directory/magitex-decor/,https://textileconnect.com/directory/magitex-decor/,https://textileconnect.com/directory/magitex-decor/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Magna Fabrics Inc.,Creskill,NJ,https://textileconnect.com/directory/magna-fabrics-inc/,https://textileconnect.com/directory/magna-fabrics-inc/,https://textileconnect.com/directory/magna-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Magnolia Home Fashions,Carrollton,GA,https://textileconnect.com/directory/magnolia-home-fashions/,https://textileconnect.com/directory/magnolia-home-fashions/,https://textileconnect.com/directory/magnolia-home-fashions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Magnolia Upholstery & Fabric,Hilton Head Isle,SC,https://textileconnect.com/directory/magnolia-upholstery-fabric/,https://textileconnect.com/directory/magnolia-upholstery-fabric/,https://textileconnect.com/directory/magnolia-upholstery-fabric/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Magruder Window Coverings,Columbia,SC,https://textileconnect.com/directory/magruder-window-coverings/,https://textileconnect.com/directory/magruder-window-coverings/,https://textileconnect.com/directory/magruder-window-coverings/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mahan Oven & Engineering Co,Spartanburg,SC,https://textileconnect.com/directory/mahan-oven-engineering-co/,https://textileconnect.com/directory/mahan-oven-engineering-co/,https://textileconnect.com/directory/mahan-oven-engineering-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mahlo America Inc,Spartanburg,SC,https://textileconnect.com/directory/mahlo-america-inc/,https://textileconnect.com/directory/mahlo-america-inc/,https://textileconnect.com/directory/mahlo-america-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Maidenform, Inc.",Fayetteville,NC,https://textileconnect.com/directory/maidenform-inc/,https://textileconnect.com/directory/maidenform-inc/,https://textileconnect.com/directory/maidenform-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Maiden Specialties,Newton,NC,https://textileconnect.com/directory/maiden-specialties/,https://textileconnect.com/directory/maiden-specialties/,https://textileconnect.com/directory/maiden-specialties/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Maine Brand Manufacturing Inc,Wilkesboro,NC,https://textileconnect.com/directory/maine-brand-manufacturing-inc/,https://textileconnect.com/directory/maine-brand-manufacturing-inc/,https://textileconnect.com/directory/maine-brand-manufacturing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mainzer Minton LLC,Chester,NJ,https://textileconnect.com/directory/mainzer-minton-llc/,https://textileconnect.com/directory/mainzer-minton-llc/,https://textileconnect.com/directory/mainzer-minton-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Majestic Fabric Inc.,Los Angeles,CA,https://textileconnect.com/directory/majestic-fabric-inc/,https://textileconnect.com/directory/majestic-fabric-inc/,https://textileconnect.com/directory/majestic-fabric-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Majilite Corporation,Dracut,MA,https://textileconnect.com/directory/majilite-corporation/,https://textileconnect.com/directory/majilite-corporation/,https://textileconnect.com/directory/majilite-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
MAJIQ,Redmond,WA,https://textileconnect.com/directory/majiq/,https://textileconnect.com/directory/majiq/,https://textileconnect.com/directory/majiq/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Mako, Inc.",Monterey Park,CA,https://textileconnect.com/directory/mako-inc/,https://textileconnect.com/directory/mako-inc/,https://textileconnect.com/directory/mako-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mallard Creek Polymers Inc,Charlotte,NC,https://textileconnect.com/directory/mallard-creek-polymers-inc/,https://textileconnect.com/directory/mallard-creek-polymers-inc/,https://textileconnect.com/directory/mallard-creek-polymers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Maloney Enterprises,Sharon,SC,https://textileconnect.com/directory/maloney-enterprises/,https://textileconnect.com/directory/maloney-enterprises/,https://textileconnect.com/directory/maloney-enterprises/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Manart-Hirsch Co. Inc.,Lynbrook,NY,https://textileconnect.com/directory/manart-hirsch-co-inc/,https://textileconnect.com/directory/manart-hirsch-co-inc/,https://textileconnect.com/directory/manart-hirsch-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Manning & Company,Pinehurst,NC,https://textileconnect.com/directory/manning-company/,https://textileconnect.com/directory/manning-company/,https://textileconnect.com/directory/manning-company/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Mantissa Corp,Charlotte,NC,https://textileconnect.com/directory/mantissa-corp/,https://textileconnect.com/directory/mantissa-corp/,https://textileconnect.com/directory/mantissa-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Manufacturers Exchange,New York,NY,https://textileconnect.com/directory/manufacturers-exchange/,https://textileconnect.com/directory/manufacturers-exchange/,https://textileconnect.com/directory/manufacturers-exchange/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
N.C. Biotechnology Center,Research Triangle Park,NC,https://textileconnect.com/directory/n-c-biotechnology-center/,https://textileconnect.com/directory/n-c-biotechnology-center/,https://textileconnect.com/directory/n-c-biotechnology-center/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
N.C. Cotton Producers Association,Nashville,NC,https://textileconnect.com/directory/n-c-cotton-producers-association/,https://textileconnect.com/directory/n-c-cotton-producers-association/,https://textileconnect.com/directory/n-c-cotton-producers-association/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
N.C. Department of Commerce,Raleigh,NC,https://textileconnect.com/directory/n-c-department-of-commerce/,https://textileconnect.com/directory/n-c-department-of-commerce/,https://textileconnect.com/directory/n-c-department-of-commerce/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
N.C. Military Business Center,Fayetteville,NC,https://textileconnect.com/directory/n-c-military-business-center/,https://textileconnect.com/directory/n-c-military-business-center/,https://textileconnect.com/directory/n-c-military-business-center/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
N.C. Retail Merchants Association,Raleigh,NC,https://textileconnect.com/directory/n-c-retail-merchants-association/,https://textileconnect.com/directory/n-c-retail-merchants-association/,https://textileconnect.com/directory/n-c-retail-merchants-association/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Name Maker, Inc.",Norcross,GA,https://textileconnect.com/directory/name-maker-inc/,https://textileconnect.com/directory/name-maker-inc/,https://textileconnect.com/directory/name-maker-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
NAMPAC Packaging Div,Raleigh,NC,https://textileconnect.com/directory/nampac-packaging-div/,https://textileconnect.com/directory/nampac-packaging-div/,https://textileconnect.com/directory/nampac-packaging-div/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nan-Seas Custom Canvas,Hilton Head Isle,SC,https://textileconnect.com/directory/nan-seas-custom-canvas/,https://textileconnect.com/directory/nan-seas-custom-canvas/,https://textileconnect.com/directory/nan-seas-custom-canvas/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nance Cotton Co.,Lubbock,TX,https://textileconnect.com/directory/nance-cotton-co/,https://textileconnect.com/directory/nance-cotton-co/,https://textileconnect.com/directory/nance-cotton-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nancy’s Knit Knacks LLC,Hickory,NC,https://textileconnect.com/directory/nancys-knit-knacks-llc/,https://textileconnect.com/directory/nancys-knit-knacks-llc/,https://textileconnect.com/directory/nancys-knit-knacks-llc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nancy King Textile Co,North Wilkesboro,NC,https://textileconnect.com/directory/nancy-king-textile-co/,https://textileconnect.com/directory/nancy-king-textile-co/,https://textileconnect.com/directory/nancy-king-textile-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nandana Enterprises,Apex,NC,https://textileconnect.com/directory/nandana-enterprises/,https://textileconnect.com/directory/nandana-enterprises/,https://textileconnect.com/directory/nandana-enterprises/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nanofiber Technology Inc,Aberdeen,NC,https://textileconnect.com/directory/nanofiber-technology-inc/,https://textileconnect.com/directory/nanofiber-technology-inc/,https://textileconnect.com/directory/nanofiber-technology-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nan Ya Plastics,Lake,SC,https://textileconnect.com/directory/nan-ya-plastics/,https://textileconnect.com/directory/nan-ya-plastics/,https://textileconnect.com/directory/nan-ya-plastics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nap-Time Furniture,High Point,NC,https://textileconnect.com/directory/nap-time-furniture/,https://textileconnect.com/directory/nap-time-furniture/,https://textileconnect.com/directory/nap-time-furniture/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Narroflex, Inc. Co.",Stuart,VA,https://textileconnect.com/directory/narroflex-inc-co/,https://textileconnect.com/directory/narroflex-inc-co/,https://textileconnect.com/directory/narroflex-inc-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Narrow Fabric Industries,Matthews,NC,https://textileconnect.com/directory/narrow-fabric-industries/,https://textileconnect.com/directory/narrow-fabric-industries/,https://textileconnect.com/directory/narrow-fabric-industries/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nash Garment Company Inc,Nashville,NC,https://textileconnect.com/directory/nash-garment-company-inc/,https://textileconnect.com/directory/nash-garment-company-inc/,https://textileconnect.com/directory/nash-garment-company-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Nassimi Corp.,New York,NY,https://textileconnect.com/directory/nassimi-corp/,https://textileconnect.com/directory/nassimi-corp/,https://textileconnect.com/directory/nassimi-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
